District,Crime Attribute,Crime Measure
Chickmagalur,Crimes Committed Against Children Total (Percentage),2.8
Chickmagalur,Number of Cases Reported,329
Chickmagalur,Number of Cases Detected,100
Chickmagalur,Total Value of Property In Rupees Stolen,25860830
Chickmagalur,Total Value of Property In Rupees Recovered,10056256
Chickmagalur,Percentage of Recovery,37.7
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Dacoity (Stolen),6
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Dacoity (Recovered),4
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Robbery (Stolen),17
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Robbery (Recovered),9
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Burglary (Stolen),117
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Burglary (Recovered),26
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Theft (Stolen),183
Chickmagalur,Number of Cases In Which Property Was Stolen and Recovered Theft (Recovered),59
Chickmagalur,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Stolen,53
Chickmagalur,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Recovered,20
Chickmagalur,Number of Vehicles Two Wheelers (Motor Cycles Scooters) Coordinated,0
Chickmagalur,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Stolen,6
Chickmagalur,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Recovered,3
Chickmagalur,Number of Vehicles Four Wheelers (Car / Taxi / Jeep) Coordinated,0
Chickmagalur,Number of Vehicles Four Wheelers (Bus) Stolen,0
Chickmagalur,Number of Vehicles Four Wheelers (Bus) Recovered,0
Chickmagalur,Number of Vehicles Four Wheelers (Bus) Coordinated,0
Chickmagalur,Four Wheelers  (Goods Carring) Vehicles Stolen,9
Chickmagalur,Four Wheelers  (Goods Carring) Vehicles Recovered,2
Chickmagalur,Four Wheelers  (Goods Carring) Vehicles Coordinated,0
Chickmagalur,Other Motor Vehicle Stolen,18
Chickmagalur,Other Motor Vehicle Recovered,1
Chickmagalur,Other Motor Vehicle Coordinated,0
Chickmagalur,Total Motor Vehicle Recovered,29
Chickmagalur,Total Motor Vehicle Coordinated,0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Residential Premises (Number),3
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Residential Premises (Value),30555
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Highways (Number),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Highways (Value),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence River & Sea (Number),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence River & Sea (Value),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Railways (Number),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Railways (Value),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Running Trains (Number),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Running Trains (Value),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Railways (Number),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Railways (Value),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Number),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Banks (Value),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Number),1
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Commercial Establishments (Value),15520
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Other Places (Number),0
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Number),6
Chickmagalur,Number of Dacoity Cases Reported and Value of Property Taken Away  Place of Occurrence Total (Value),48500
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),6
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),306956
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Number),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Railways (Value),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),5
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),221160
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),4
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),17
Chickmagalur,Number of Robbery Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),712416
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),84
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),7568391
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),1
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),11
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),1007674
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),19
Chickmagalur,Number of Burglary Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),10255523
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Number),44
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Residential Premises (Value),3487766
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Number),7
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Highways (Value),606568
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Number),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence River & Sea (Value),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Number),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Railways (Value),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Number),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Running Trains (Value),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Number),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Banks (Value),0
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Number),26
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Commercial Establishments (Value),2046748
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Other Places (Number),104
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Number),183
Chickmagalur,Number of Theft Cases Reported and Value of Property Stolen By Place of Occurrence Total (Value),14330290
Chitradurga,Other IPC Crimes (Incidence (I) of Cognizable Crimes (IPC)),2149
Chitradurga,Other Theft (Incidence (I) of Cognizable Crimes (IPC)),130
Chitradurga,Act Cases Committed Against Scs / Sts (Total),38
Chitradurga,Dacoity (Incidence (I) of Cognizable Crimes (IPC)),23
Chitradurga,Counterfeiting (Incidence (I) of Cognizable Crimes (IPC)),2
Chitradurga,Act Cases Committed Against Scs / Sts (Percentage),2.6
Chitradurga,Arson  (Incidence),8
Chitradurga,Preparation & Assembly For Dacoity (Incidence (I) of Cognizable Crimes (IPC)),0
Chitradurga,Total Complaints,4770
Chitradurga,Category of Complaints Received Oral,950
Chitradurga,Category of Complaints Received Written,2787
Chitradurga,Category of Complaints Received Distress Call Over Phone 100,0
Chitradurga,Category of Complaints Received Complaints Nitiated Suomoto by Police,1032
Chitradurga,Total (Number of Case Registered Under),4770
Chitradurga,IPC (Number of Case Registered Under),4149
Chitradurga,SLL (Number of Case Registered Under),620
Chitradurga,Incidence of Total Cog.Crimes (IPC),4770
Chitradurga,Percentage Contribution to Karnataka Total (IPC),3.1
Chitradurga,Rank of Criminality (IPC),8
Chitradurga,Incidence of Total Cog.Crimes (SLL),620
Chitradurga,Percentage Contribution to Karnataka Total (SLL),3.6
Chitradurga,Rank of Criminality (SLL),6
Chitradurga,C.H. Not Amounting to Murder  (Incidence),2
Chitradurga,Kidnapping & Abduction Total (Incidence),29
Chitradurga,Kidnapping & Abduction of Others (Incidence),5
Chitradurga,Dacoity (Incidence),5
Chitradurga,Preparation & Assembly For Dacoity (Incidence),0
Chitradurga,Theft Total (Incidence),286
Chitradurga,Other Theft (Incidence),130
Chitradurga,Criminal Breach of Trust (Incidence),8
Chitradurga,Cheating (Incidence),60
Chitradurga,Counterfeiting (Incidence),2
Chitradurga,Hurt  (Incidence),844
Chitradurga,Death By Negligence (Incidence),0
Chitradurga,Other IPC Crimes (Incidence),2149
Chitradurga,Total Cognizable Crimes Under IPC (Incidence),4149
Chitradurga,Arms Act (Incidence),0
Chitradurga,Narcotic Drugs and Psychotropic Substances Act (Incidence),3
Chitradurga,Gambling Cases (Incidence),400
Chitradurga,Excise Act (Incidence),53
Chitradurga,Prohibition Act (Incidence),0
Chitradurga,Explosives and Explosive Substances Act (Incidence),0
Chitradurga,Immoral Traffic (Prevention) Act (Incidence),2
Chitradurga,Indian Railways Act (Incidence),0
Chitradurga,Registration of Foreigners Act (Incidence),0
Chitradurga,Protection of Civil Rights Act (Incidence),0
Chitradurga,Indian Passport Act (Incidence),0
Chitradurga,Essential Commodities Act (Incidence),20
Chitradurga,Terrorist & Disruptive Activities Act (Incidence),0
Chitradurga,Antiquity & Art Treasure Act (Incidence),0
Chitradurga,Dowry Prohibition Act (Incidence),4
Chitradurga,Child Marriage Restraint Act (Incidence),0
Chitradurga,Indecent Representation of Women (P) Act (Incidence),0
Chitradurga,Copyright Act (Incidence),0
Chitradurga,Sati Prevention Act (Incidence),0
Chitradurga,Forest Act (Incidence),4
Chitradurga,Other SLL Crimes (Incidence),89
Chitradurga,Total Cognizable Crimes Under SLL (Incidence),620
Chitradurga,Number of Cases Reported Under C.H. Not Amounting to Murder,2
Chitradurga,Number of Cases Reported Under Dacoity,5
Chitradurga,Number of Cases Reported Under Preparation and Assembly For Dacoity,0
Chitradurga,Number of Cases Reported Under Robbery,37
Chitradurga,Number of Cases Reported Under Riots,278
Chitradurga,Number of Cases Reported Under Arson,8
Chitradurga,Number of Cases Reported Under Total Violent Crimes,451
Chitradurga,Number of Cases Reported Under Percentage Share to All Karnataka Crimes,2.8
Chitradurga,Number of Cases Reported Under Percentage to Total Cognizable Crimes Under IPC,0.3
Chitradurga,Number of Cases Reported Under Gain Murder (C.H.),2
Chitradurga,Number of Cases Reported Under Gain CHNA (C.H.),0
Chitradurga,Number of Cases Reported Under Property Dispute Murder (C.H.),0
Chitradurga,Number of Cases Reported Under Property Dispute CHNA (C.H.),0
Chitradurga,Number of Cases Reported Under Personal Vendetta Or Enmity Murder (C.H.),1
Chitradurga,Number of Cases Reported Under Personal Vendetta Or Enmity CHNA (C.H.),0
Chitradurga,Number of Cases Reported Under Love Affairs / Sexual Causes Murder (C.H.),5
Chitradurga,Number of Cases Reported Under Love Affairs / Sexual Causes CHNA (C.H.),0
Chitradurga,Number of Cases Reported Under Dowry Murder (C.H.),0
Chitradurga,Number of Cases Reported Under Dowry CHNA (C.H.),0
Chitradurga,Number of Cases Reported Lunacy Murder (C.H.),0
Chitradurga,Number of Cases Reported Lunacy Murder CHNA (C.H),0
